A,B,C,D,AVERAGE
952.0,995.0,165.0,551.0,665.75
70.0,271.0,563.0,121.0,256.25
152.0,265.0,708.0,11.0,284.0
622.0,434.0,993.0,961.0,752.5
267.0,299.0,661.0,375.0,400.5
129.0,814.0,564.0,500.0,501.75
192.0,947.0,70.0,851.0,515.0
5.0,165.0,779.0,943.0,473.0
593.0,564.0,510.0,569.0,559.0
732.0,733.0,108.0,248.0,455.25
61.0,528.0,120.0,462.0,292.75
610.0,544.0,384.0,744.0,570.5
367.0,567.0,462.0,758.0,538.5
135.0,847.0,680.0,346.0,502.0
823.0,928.0,913.0,857.0,880.25
1.0,102.0,822.0,8.0,233.25
544.0,286.0,771.0,718.0,579.75
520.0,628.0,918.0,568.0,658.5
952.0,920.0,94.0,930.0,724.0
917.0,550.0,281.0,947.0,673.75
68.0,180.0,440.0,301.0,247.25
813.0,129.0,883.0,817.0,660.5
860.0,880.0,766.0,82.0,647.0
801.0,655.0,936.0,451.0,710.75
177.0,475.0,684.0,166.0,375.5
532.0,319.0,306.0,635.0,448.0
236.0,43.0,171.0,809.0,314.75
374.0,672.0,447.0,547.0,510.0
802.0,957.0,117.0,255.0,532.75
744.0,89.0,151.0,443.0,356.75
762.0,336.0,377.0,903.0,594.5
341.0,381.0,500.0,249.0,367.75
975.0,458.0,345.0,895.0,668.25
117.0,461.0,628.0,175.0,345.25
106.0,713.0,688.0,722.0,557.25
601.0,867.0,163.0,113.0,436.0
830.0,289.0,535.0,946.0,650.0
928.0,341.0,640.0,552.0,615.25
359.0,21.0,300.0,951.0,407.75
900.0,478.0,220.0,741.0,584.75
303.0,963.0,808.0,74.0,537.0
649.0,795.0,617.0,528.0,647.25
887.0,349.0,841.0,361.0,609.5
792.0,996.0,448.0,970.0,801.5
1.0,428.0,405.0,373.0,301.75
323.0,507.0,715.0,520.0,516.25
160.0,651.0,229.0,395.0,358.75
555.0,90.0,194.0,682.0,380.25
705.0,119.0,493.0,118.0,358.75
535.0,712.0,854.0,244.0,586.25
783.0,783.0,92.0,123.0,445.25
284.0,578.0,403.0,45.0,327.5
478.0,249.0,878.0,237.0,460.5
379.0,788.0,0.0,147.0,328.5
370.0,179.0,299.0,232.0,270.0
702.0,978.0,785.0,999.0,866.0
47.0,118.0,44.0,153.0,90.5
295.0,272.0,591.0,603.0,440.25
378.0,681.0,299.0,392.0,437.5
389.0,763.0,765.0,887.0,701.0
118.0,771.0,735.0,104.0,432.0
218.0,637.0,661.0,880.0,599.0
615.0,925.0,773.0,296.0,652.25
384.0,765.0,752.0,764.0,666.25
322.0,440.0,47.0,656.0,366.25
624.0,53.0,326.0,507.0,377.5
735.0,636.0,685.0,263.0,579.75
964.0,508.0,373.0,48.0,473.25
407.0,669.0,469.0,155.0,425.0
239.0,104.0,250.0,231.0,206.0
919.0,483.0,506.0,961.0,717.25
937.0,854.0,406.0,348.0,636.25
902.0,602.0,342.0,631.0,619.25
561.0,811.0,260.0,504.0,534.0
905.0,576.0,894.0,168.0,635.75
125.0,254.0,679.0,647.0,426.25
415.0,220.0,477.0,327.0,359.75
280.0,441.0,909.0,654.0,571.0
203.0,363.0,104.0,627.0,324.25
108.0,950.0,366.0,684.0,527.0
166.0,313.0,219.0,796.0,373.5
525.0,63.0,882.0,439.0,477.25
323.0,414.0,909.0,740.0,596.5
272.0,282.0,785.0,257.0,399.0
370.0,436.0,535.0,192.0,383.25
210.0,446.0,65.0,193.0,228.5
719.0,225.0,559.0,282.0,446.25
690.0,590.0,299.0,438.0,504.25
195.0,269.0,780.0,287.0,382.75
721.0,832.0,150.0,626.0,582.25
700.0,264.0,894.0,537.0,598.75
788.0,320.0,736.0,797.0,660.25
789.0,552.0,701.0,485.0,631.75
328.0,74.0,396.0,295.0,273.25
546.0,50.0,200.0,953.0,437.25
94.0,573.0,861.0,450.0,494.5
669.0,388.0,316.0,404.0,444.25
709.0,735.0,660.0,287.0,597.75
935.0,541.0,721.0,905.0,775.5
472.0,66.0,514.0,453.0,376.25
572.0,154.0,709.0,914.0,587.25
898.0,799.0,538.0,89.0,581.0
376.0,297.0,51.0,315.0,259.75
92.0,912.0,195.0,321.0,380.0
910.0,887.0,147.0,243.0,546.75
53.0,873.0,108.0,903.0,484.25
976.0,328.0,348.0,775.0,606.75
302.0,954.0,908.0,326.0,622.5
444.0,112.0,960.0,416.0,483.0
364.0,577.0,82.0,72.0,273.75
338.0,620.0,936.0,391.0,571.25
526.0,449.0,562.0,979.0,629.0
382.0,995.0,640.0,408.0,606.25
787.0,730.0,245.0,63.0,456.25
969.0,629.0,564.0,493.0,663.75
980.0,821.0,146.0,257.0,551.0
511.0,696.0,341.0,68.0,404.0
645.0,427.0,777.0,96.0,486.25
169.0,301.0,483.0,544.0,374.25
437.0,68.0,244.0,212.0,240.25
733.0,804.0,120.0,690.0,586.75
319.0,261.0,486.0,40.0,276.5
211.0,839.0,259.0,570.0,469.75
89.0,282.0,396.0,322.0,272.25
749.0,393.0,560.0,974.0,669.0
6.0,235.0,30.0,242.0,128.25
786.0,800.0,879.0,163.0,657.0
550.0,315.0,420.0,876.0,540.25
68.0,782.0,523.0,893.0,566.5
267.0,783.0,300.0,301.0,412.75
330.0,956.0,749.0,303.0,584.5
872.0,197.0,944.0,416.0,607.25
228.0,130.0,790.0,895.0,510.75
324.0,58.0,752.0,543.0,419.25
917.0,487.0,176.0,353.0,483.25
181.0,375.0,920.0,818.0,573.5
616.0,837.0,759.0,749.0,740.25
496.0,947.0,862.0,819.0,781.0
942.0,129.0,414.0,944.0,607.25
163.0,426.0,486.0,587.0,415.5
525.0,607.0,612.0,175.0,479.75
68.0,878.0,901.0,775.0,655.5
91.0,460.0,298.0,470.0,329.75
489.0,289.0,533.0,737.0,512.0
984.0,881.0,734.0,568.0,791.75
422.0,20.0,324.0,360.0,281.5
346.0,736.0,439.0,133.0,413.5
249.0,934.0,753.0,224.0,540.0
361.0,705.0,223.0,527.0,454.0
555.0,853.0,402.0,405.0,553.75
414.0,763.0,481.0,262.0,480.0
551.0,967.0,656.0,508.0,670.5
589.0,820.0,543.0,589.0,635.25
553.0,173.0,22.0,179.0,231.75
870.0,807.0,542.0,423.0,660.5
770.0,560.0,76.0,845.0,562.75
121.0,776.0,708.0,623.0,557.0
719.0,400.0,442.0,184.0,436.25
223.0,423.0,557.0,134.0,334.25
158.0,592.0,791.0,968.0,627.25
590.0,231.0,694.0,258.0,443.25
744.0,977.0,33.0,784.0,634.5
353.0,113.0,845.0,13.0,331.0
742.0,226.0,319.0,205.0,373.0
938.0,837.0,307.0,556.0,659.5
987.0,280.0,953.0,980.0,800.0
207.0,433.0,662.0,528.0,457.5
251.0,36.0,697.0,24.0,252.0
51.0,783.0,422.0,930.0,546.5
864.0,799.0,854.0,473.0,747.5
506.0,668.0,515.0,165.0,463.5
519.0,863.0,500.0,161.0,510.75
183.0,390.0,3.0,153.0,182.25
933.0,169.0,444.0,460.0,501.5
159.0,233.0,979.0,716.0,521.75
950.0,913.0,526.0,240.0,657.25
34.0,893.0,751.0,138.0,454.0
470.0,207.0,695.0,397.0,442.25
506.0,146.0,930.0,73.0,413.75
255.0,789.0,84.0,243.0,342.75
621.0,317.0,557.0,127.0,405.5
591.0,21.0,429.0,491.0,383.0
228.0,888.0,86.0,402.0,401.0
650.0,609.0,267.0,964.0,622.5
430.0,138.0,271.0,887.0,431.5
991.0,514.0,694.0,565.0,691.0
451.0,797.0,304.0,771.0,580.75
439.0,960.0,344.0,386.0,532.25
664.0,597.0,658.0,948.0,716.75
990.0,305.0,457.0,871.0,655.75
728.0,817.0,421.0,127.0,523.25
389.0,620.0,143.0,332.0,371.0
510.0,339.0,141.0,579.0,392.25
43.0,513.0,914.0,523.0,498.25
956.0,789.0,351.0,290.0,596.5
468.0,870.0,831.0,549.0,679.5
452.0,420.0,400.0,317.0,397.25
593.0,656.0,393.0,504.0,536.5
896.0,238.0,270.0,981.0,596.25
762.0,601.0,18.0,671.0,513.0
737.0,182.0,610.0,113.0,410.5
275.0,290.0,427.0,610.0,400.5
751.0,396.0,389.0,283.0,454.75
488.0,115.0,129.0,480.0,303.0
286.0,434.0,876.0,771.0,591.75
529.0,119.0,878.0,664.0,547.5
237.0,465.0,829.0,214.0,436.25
400.0,557.0,756.0,328.0,510.25
23.0,216.0,195.0,289.0,180.75
994.0,433.0,950.0,320.0,674.25
63.0,342.0,937.0,899.0,560.25
295.0,111.0,464.0,4.0,218.5
821.0,491.0,266.0,997.0,643.75
209.0,946.0,64.0,31.0,312.5
511.0,199.0,942.0,29.0,420.25
693.0,162.0,380.0,944.0,544.75
616.0,278.0,14.0,53.0,240.25
84.0,323.0,834.0,643.0,471.0
712.0,795.0,953.0,816.0,819.0
891.0,866.0,630.0,846.0,808.25
429.0,484.0,29.0,252.0,298.5
727.0,449.0,377.0,173.0,431.5
148.0,620.0,109.0,227.0,276.0
830.0,815.0,159.0,468.0,568.0
120.0,120.0,467.0,790.0,374.25
202.0,62.0,232.0,57.0,138.25
310.0,1.0,529.0,744.0,396.0
825.0,749.0,766.0,974.0,828.5
60.0,577.0,914.0,776.0,581.75
597.0,21.0,197.0,373.0,297.0
777.0,773.0,990.0,812.0,838.0
924.0,532.0,371.0,766.0,648.25
467.0,239.0,671.0,568.0,486.25
448.0,36.0,559.0,801.0,461.0
166.0,558.0,345.0,723.0,448.0
853.0,80.0,686.0,715.0,583.5
734.0,751.0,656.0,785.0,731.5
852.0,850.0,762.0,445.0,727.25
268.0,888.0,464.0,911.0,632.75
518.0,387.0,509.0,972.0,596.5
513.0,824.0,88.0,892.0,579.25
14.0,394.0,896.0,652.0,489.0
414.0,289.0,534.0,584.0,455.25
663.0,568.0,313.0,514.0,514.5
285.0,337.0,184.0,204.0,252.5
62.0,972.0,377.0,626.0,509.25
910.0,923.0,227.0,343.0,600.75
305.0,94.0,61.0,914.0,343.5
461.0,475.0,449.0,524.0,477.25
246.0,90.0,769.0,529.0,408.5
797.0,267.0,684.0,448.0,549.0
689.0,588.0,596.0,766.0,659.75
187.0,619.0,881.0,355.0,510.5
276.0,721.0,432.0,20.0,362.25
63.0,175.0,417.0,331.0,246.5
62.0,718.0,783.0,607.0,542.5
269.0,404.0,928.0,220.0,455.25
932.0,987.0,860.0,110.0,722.25
550.0,918.0,931.0,114.0,628.25
971.0,892.0,878.0,920.0,915.25
964.0,405.0,741.0,877.0,746.75
987.0,828.0,534.0,14.0,590.75
259.0,177.0,789.0,270.0,373.75
290.0,198.0,0.0,336.0,206.0
231.0,378.0,647.0,167.0,355.75
447.0,612.0,390.0,14.0,365.75
396.0,229.0,975.0,822.0,605.5
111.0,773.0,456.0,39.0,344.75
824.0,657.0,716.0,461.0,664.5
993.0,153.0,191.0,688.0,506.25
203.0,766.0,473.0,75.0,379.25
695.0,804.0,487.0,327.0,578.25
748.0,630.0,276.0,708.0,590.5
802.0,204.0,777.0,340.0,530.75
489.0,201.0,470.0,108.0,317.0
945.0,242.0,438.0,793.0,604.5
47.0,220.0,721.0,96.0,271.0
170.0,872.0,233.0,260.0,383.75
387.0,503.0,960.0,144.0,498.5
760.0,895.0,870.0,801.0,831.5
203.0,543.0,876.0,320.0,485.5
14.0,461.0,801.0,243.0,379.75
648.0,914.0,367.0,298.0,556.75
158.0,454.0,261.0,737.0,402.5
504.0,65.0,526.0,325.0,355.0
35.0,813.0,983.0,105.0,484.0
863.0,804.0,260.0,363.0,572.5
384.0,916.0,716.0,62.0,519.5
734.0,740.0,31.0,156.0,415.25
658.0,11.0,549.0,418.0,409.0
710.0,303.0,41.0,168.0,305.5
126.0,746.0,233.0,267.0,343.0
134.0,301.0,603.0,324.0,340.5
885.0,309.0,410.0,14.0,404.5
285.0,201.0,115.0,716.0,329.25
803.0,26.0,118.0,485.0,358.0
79.0,255.0,15.0,335.0,171.0
776.0,653.0,743.0,589.0,690.25
350.0,41.0,435.0,728.0,388.5
86.0,489.0,580.0,400.0,388.75
993.0,837.0,148.0,889.0,716.75
51.0,835.0,854.0,237.0,494.25
338.0,630.0,194.0,451.0,403.25
993.0,969.0,318.0,195.0,618.75
294.0,864.0,394.0,155.0,426.75
365.0,10.0,354.0,711.0,360.0
871.0,786.0,261.0,745.0,665.75
339.0,246.0,670.0,440.0,423.75
544.0,767.0,906.0,918.0,783.75
883.0,803.0,467.0,177.0,582.5
18.0,683.0,168.0,796.0,416.25
527.0,762.0,924.0,412.0,656.25
822.0,988.0,533.0,487.0,707.5
103.0,838.0,716.0,827.0,621.0
717.0,912.0,660.0,863.0,788.0
920.0,914.0,790.0,236.0,715.0
9.0,690.0,164.0,786.0,412.25
459.0,507.0,426.0,701.0,523.25
232.0,752.0,469.0,594.0,511.75
159.0,150.0,729.0,554.0,398.0
183.0,915.0,339.0,192.0,407.25
26.0,809.0,718.0,269.0,455.5
800.0,936.0,556.0,315.0,651.75
357.0,734.0,233.0,158.0,370.5
275.0,250.0,259.0,737.0,380.25
989.0,193.0,771.0,615.0,642.0
587.0,142.0,373.0,762.0,466.0
725.0,872.0,953.0,636.0,796.5
478.0,219.0,926.0,48.0,417.75
955.0,845.0,754.0,523.0,769.25
40.0,221.0,959.0,349.0,392.25
773.0,279.0,220.0,827.0,524.75
727.0,113.0,251.0,689.0,445.0
487.0,834.0,130.0,650.0,525.25
934.0,659.0,254.0,321.0,542.0
735.0,729.0,431.0,7.0,475.5
318.0,394.0,242.0,106.0,265.0
202.0,836.0,828.0,829.0,673.75
587.0,724.0,76.0,872.0,564.75
889.0,921.0,889.0,862.0,890.25
901.0,800.0,700.0,361.0,690.5
26.0,990.0,488.0,678.0,545.5
638.0,674.0,91.0,960.0,590.75
583.0,450.0,350.0,764.0,536.75
33.0,998.0,356.0,111.0,374.5
834.0,124.0,375.0,740.0,518.25
629.0,432.0,332.0,159.0,388.0
360.0,239.0,984.0,856.0,609.75
47.0,19.0,575.0,362.0,250.75
817.0,797.0,382.0,251.0,561.75
802.0,177.0,807.0,487.0,568.25
953.0,395.0,309.0,233.0,472.5
554.0,2.0,71.0,196.0,205.75
510.0,1.0,707.0,46.0,316.0
245.0,641.0,523.0,118.0,381.75
111.0,396.0,977.0,839.0,580.75
885.0,807.0,739.0,65.0,624.0
58.0,230.0,924.0,601.0,453.25
19.0,285.0,663.0,187.0,288.5
881.0,55.0,298.0,937.0,542.75
454.0,113.0,298.0,966.0,457.75
863.0,407.0,477.0,8.0,438.75
87.0,575.0,42.0,684.0,347.0
946.0,812.0,307.0,882.0,736.75
306.0,888.0,861.0,89.0,536.0
308.0,410.0,828.0,476.0,505.5
902.0,837.0,246.0,443.0,607.0
414.0,484.0,413.0,709.0,505.0
476.0,827.0,937.0,535.0,693.75
832.0,405.0,406.0,196.0,459.75
521.0,432.0,139.0,692.0,446.0
111.0,247.0,211.0,532.0,275.25
374.0,559.0,194.0,340.0,366.75
907.0,432.0,639.0,9.0,496.75
810.0,435.0,37.0,168.0,362.5
62.0,307.0,67.0,798.0,308.5
239.0,391.0,972.0,366.0,492.0
157.0,655.0,377.0,638.0,456.75
31.0,967.0,426.0,132.0,389.0
770.0,412.0,372.0,438.0,498.0
6.0,82.0,532.0,920.0,385.0
630.0,632.0,606.0,613.0,620.25
932.0,337.0,388.0,692.0,587.25
145.0,404.0,954.0,499.0,500.5
593.0,871.0,915.0,957.0,834.0
45.0,683.0,669.0,127.0,381.0
852.0,626.0,722.0,344.0,636.0
982.0,296.0,640.0,581.0,624.75
517.0,680.0,780.0,373.0,587.5
209.0,33.0,457.0,39.0,184.5
617.0,118.0,489.0,622.0,461.5
444.0,807.0,326.0,758.0,583.75
274.0,788.0,337.0,283.0,420.5
71.0,499.0,351.0,613.0,383.5
250.0,478.0,377.0,559.0,416.0
586.0,53.0,698.0,440.0,444.25
999.0,64.0,306.0,301.0,417.5
564.0,842.0,92.0,578.0,519.0
533.0,195.0,83.0,884.0,423.75
548.0,154.0,995.0,653.0,587.5
955.0,658.0,928.0,54.0,648.75
153.0,199.0,244.0,480.0,269.0
245.0,959.0,18.0,583.0,451.25
690.0,266.0,379.0,481.0,454.0
298.0,789.0,769.0,629.0,621.25
503.0,505.0,10.0,983.0,500.25
636.0,306.0,314.0,304.0,390.0
547.0,435.0,822.0,817.0,655.25
57.0,280.0,38.0,970.0,336.25
680.0,146.0,602.0,424.0,463.0
497.0,868.0,448.0,84.0,474.25
385.0,311.0,227.0,562.0,371.25
472.0,606.0,258.0,227.0,390.75
129.0,726.0,232.0,361.0,362.0
79.0,622.0,75.0,126.0,225.5
844.0,265.0,829.0,522.0,615.0
438.0,477.0,9.0,72.0,249.0
414.0,454.0,178.0,300.0,336.5
560.0,397.0,70.0,995.0,505.5
520.0,786.0,184.0,860.0,587.5
566.0,549.0,743.0,695.0,638.25
697.0,244.0,787.0,231.0,489.75
410.0,734.0,378.0,189.0,427.75
191.0,960.0,280.0,275.0,426.5
801.0,593.0,621.0,933.0,737.0
37.0,165.0,437.0,922.0,390.25
244.0,917.0,926.0,503.0,647.5
134.0,397.0,365.0,666.0,390.5
0.0,31.0,597.0,165.0,198.25
914.0,741.0,929.0,739.0,830.75
674.0,714.0,349.0,350.0,521.75
689.0,403.0,296.0,761.0,537.25
832.0,755.0,625.0,554.0,691.5
779.0,290.0,222.0,924.0,553.75
129.0,716.0,126.0,149.0,280.0
603.0,560.0,753.0,626.0,635.5
108.0,678.0,581.0,351.0,429.5
391.0,387.0,286.0,622.0,421.5
34.0,905.0,313.0,360.0,403.0
108.0,914.0,781.0,799.0,650.5
639.0,441.0,142.0,257.0,369.75
809.0,376.0,249.0,984.0,604.5
635.0,176.0,936.0,628.0,593.75
298.0,751.0,524.0,640.0,553.25
61.0,849.0,657.0,663.0,557.5
692.0,476.0,736.0,714.0,654.5
164.0,855.0,503.0,299.0,455.25
836.0,436.0,918.0,976.0,791.5
141.0,926.0,2.0,404.0,368.25
797.0,691.0,75.0,988.0,637.75
583.0,593.0,109.0,226.0,377.75
934.0,862.0,808.0,688.0,823.0
139.0,934.0,859.0,757.0,672.25
611.0,777.0,450.0,370.0,552.0
715.0,315.0,136.0,465.0,407.75
311.0,479.0,232.0,199.0,305.25
309.0,445.0,947.0,511.0,553.0
699.0,466.0,322.0,176.0,415.75
461.0,264.0,301.0,869.0,473.75
372.0,516.0,713.0,953.0,638.5
753.0,780.0,6.0,824.0,590.75
451.0,864.0,511.0,561.0,596.75
804.0,405.0,22.0,112.0,335.75
65.0,658.0,627.0,673.0,505.75
825.0,273.0,602.0,449.0,537.25
274.0,996.0,104.0,973.0,586.75
635.0,352.0,504.0,353.0,461.0
253.0,952.0,590.0,737.0,633.0
100.0,189.0,303.0,117.0,177.25
355.0,271.0,681.0,147.0,363.5
894.0,20.0,971.0,695.0,645.0
704.0,861.0,754.0,581.0,725.0
983.0,348.0,742.0,522.0,648.75
644.0,965.0,929.0,113.0,662.75
110.0,761.0,146.0,92.0,277.25
639.0,941.0,23.0,186.0,447.25
635.0,398.0,477.0,635.0,536.25
686.0,809.0,915.0,714.0,781.0
677.0,469.0,671.0,813.0,657.5
981.0,191.0,362.0,848.0,595.5
219.0,408.0,591.0,468.0,421.5
161.0,111.0,308.0,897.0,369.25
892.0,925.0,740.0,63.0,655.0
776.0,81.0,56.0,289.0,300.5
946.0,239.0,529.0,154.0,467.0
842.0,230.0,673.0,402.0,536.75
49.0,188.0,145.0,577.0,239.75
16.0,626.0,740.0,125.0,376.75
448.0,53.0,775.0,38.0,328.5
600.0,936.0,270.0,50.0,464.0
721.0,578.0,403.0,361.0,515.75
836.0,840.0,229.0,394.0,574.75
13.0,351.0,965.0,117.0,361.5
979.0,361.0,15.0,47.0,350.5
639.0,611.0,883.0,14.0,536.75
485.0,358.0,879.0,750.0,618.0
779.0,260.0,879.0,192.0,527.5
38.0,919.0,969.0,271.0,549.25
446.0,723.0,598.0,796.0,640.75
900.0,708.0,102.0,175.0,471.25
666.0,573.0,725.0,192.0,539.0
389.0,461.0,846.0,786.0,620.5
751.0,664.0,18.0,372.0,451.25
285.0,978.0,774.0,47.0,521.0
761.0,868.0,233.0,382.0,561.0
932.0,171.0,955.0,188.0,561.5
499.0,709.0,914.0,178.0,575.0
771.0,785.0,105.0,158.0,454.75
269.0,384.0,663.0,9.0,331.25
229.0,365.0,899.0,593.0,521.5
27.0,131.0,879.0,418.0,363.75
9.0,193.0,150.0,448.0,200.0
249.0,52.0,258.0,255.0,203.5
188.0,554.0,916.0,0.0,414.5
985.0,919.0,921.0,353.0,794.5
118.0,372.0,320.0,113.0,230.75
986.0,418.0,360.0,155.0,479.75
10.0,728.0,138.0,662.0,384.5
155.0,474.0,918.0,574.0,530.25
530.0,826.0,706.0,608.0,667.5
204.0,143.0,223.0,285.0,213.75
322.0,282.0,164.0,25.0,198.25
396.0,861.0,203.0,914.0,593.5
606.0,302.0,347.0,650.0,476.25
888.0,93.0,157.0,428.0,391.5
848.0,8.0,851.0,219.0,481.5
11.0,85.0,938.0,666.0,425.0
564.0,356.0,872.0,645.0,609.25
935.0,585.0,336.0,554.0,602.5
143.0,314.0,328.0,231.0,254.0
216.0,585.0,641.0,590.0,508.0
437.0,871.0,91.0,919.0,579.5
391.0,310.0,901.0,543.0,536.25
380.0,629.0,398.0,653.0,515.0
726.0,1.0,703.0,60.0,372.5
594.0,859.0,678.0,274.0,601.25
848.0,427.0,796.0,452.0,630.75
397.0,791.0,819.0,517.0,631.0
505.0,968.0,775.0,531.0,694.75
165.0,953.0,995.0,442.0,638.75
322.0,120.0,355.0,440.0,309.25
254.0,510.0,582.0,588.0,483.5
362.0,839.0,401.0,848.0,612.5
644.0,361.0,706.0,12.0,430.75
812.0,956.0,607.0,726.0,775.25
42.0,400.0,811.0,766.0,504.75
164.0,301.0,644.0,168.0,319.25
795.0,44.0,766.0,11.0,404.0
303.0,295.0,664.0,586.0,462.0
753.0,643.0,660.0,528.0,646.0
101.0,41.0,835.0,410.0,346.75
331.0,606.0,412.0,523.0,468.0
683.0,823.0,299.0,633.0,609.5
254.0,268.0,270.0,748.0,385.0
14.0,974.0,84.0,8.0,270.0
880.0,11.0,903.0,769.0,640.75
56.0,106.0,862.0,518.0,385.5
289.0,176.0,467.0,46.0,244.5
975.0,304.0,497.0,472.0,562.0
396.0,339.0,209.0,923.0,466.75
381.0,70.0,124.0,767.0,335.5
75.0,182.0,454.0,454.0,291.25
939.0,648.0,50.0,325.0,490.5
617.0,698.0,632.0,961.0,727.0
271.0,308.0,969.0,476.0,506.0
703.0,954.0,20.0,167.0,461.0
754.0,445.0,271.0,585.0,513.75
537.0,324.0,971.0,33.0,466.25
653.0,825.0,321.0,241.0,510.0
109.0,644.0,740.0,999.0,623.0
340.0,532.0,384.0,117.0,343.25
504.0,129.0,63.0,341.0,259.25
65.0,577.0,815.0,395.0,463.0
296.0,967.0,47.0,58.0,342.0
984.0,46.0,49.0,470.0,387.25
567.0,313.0,810.0,558.0,562.0
249.0,680.0,79.0,148.0,289.0
16.0,259.0,336.0,957.0,392.0
963.0,957.0,76.0,308.0,576.0
975.0,957.0,587.0,992.0,877.75
849.0,733.0,41.0,726.0,587.25
58.0,959.0,242.0,988.0,561.75
227.0,936.0,736.0,715.0,653.5
339.0,556.0,688.0,709.0,573.0
466.0,536.0,310.0,330.0,410.5
79.0,696.0,232.0,743.0,437.5
959.0,522.0,556.0,647.0,671.0
27.0,548.0,901.0,68.0,386.0
515.0,227.0,288.0,298.0,332.0
781.0,625.0,35.0,732.0,543.25
83.0,813.0,385.0,644.0,481.25
404.0,927.0,299.0,784.0,603.5
660.0,499.0,111.0,34.0,326.0
577.0,964.0,610.0,544.0,673.75
903.0,226.0,172.0,314.0,403.75
143.0,848.0,437.0,57.0,371.25
34.0,356.0,17.0,910.0,329.25
381.0,110.0,601.0,214.0,326.5
963.0,424.0,115.0,55.0,389.25
641.0,265.0,756.0,946.0,652.0
218.0,829.0,523.0,514.0,521.0
922.0,550.0,237.0,680.0,597.25
195.0,2.0,28.0,471.0,174.0
949.0,538.0,992.0,506.0,746.25
708.0,608.0,234.0,786.0,584.0
458.0,446.0,478.0,807.0,547.25
138.0,367.0,644.0,916.0,516.25
846.0,107.0,157.0,291.0,350.25
126.0,747.0,360.0,9.0,310.5
705.0,530.0,837.0,248.0,580.0
287.0,298.0,828.0,223.0,409.0
268.0,220.0,711.0,822.0,505.25
751.0,6.0,222.0,813.0,448.0
518.0,41.0,939.0,108.0,401.5
522.0,52.0,988.0,591.0,538.25
314.0,476.0,566.0,987.0,585.75
60.0,110.0,115.0,762.0,261.75
168.0,346.0,112.0,325.0,237.75
168.0,577.0,314.0,924.0,495.75
314.0,593.0,239.0,32.0,294.5
840.0,863.0,243.0,641.0,646.75
598.0,214.0,215.0,267.0,323.5
32.0,114.0,304.0,264.0,178.5
578.0,189.0,404.0,264.0,358.75
10.0,795.0,494.0,820.0,529.75
381.0,338.0,836.0,641.0,549.0
48.0,507.0,134.0,124.0,203.25
813.0,989.0,636.0,378.0,704.0
171.0,657.0,823.0,121.0,443.0
394.0,448.0,550.0,621.0,503.25
678.0,352.0,81.0,21.0,283.0
207.0,751.0,964.0,211.0,533.25
90.0,339.0,246.0,409.0,271.0
402.0,372.0,912.0,718.0,601.0
909.0,312.0,599.0,359.0,544.75
954.0,899.0,825.0,618.0,824.0
346.0,458.0,912.0,444.0,540.0
190.0,857.0,827.0,78.0,488.0
290.0,78.0,580.0,751.0,424.75
513.0,784.0,184.0,523.0,501.0
336.0,551.0,940.0,108.0,483.75
329.0,77.0,141.0,635.0,295.5
477.0,747.0,908.0,133.0,566.25
759.0,271.0,668.0,462.0,540.0
277.0,901.0,406.0,289.0,468.25
359.0,93.0,545.0,217.0,303.5
153.0,648.0,20.0,732.0,388.25
775.0,190.0,735.0,298.0,499.5
518.0,20.0,569.0,66.0,293.25
865.0,614.0,827.0,42.0,587.0
138.0,337.0,607.0,391.0,368.25
318.0,843.0,613.0,338.0,528.0
811.0,587.0,11.0,72.0,370.25
394.0,979.0,849.0,438.0,665.0
786.0,267.0,415.0,614.0,520.5
576.0,643.0,571.0,403.0,548.25
903.0,542.0,759.0,738.0,735.5
726.0,299.0,867.0,407.0,574.75
99.0,490.0,888.0,229.0,426.5
574.0,263.0,833.0,51.0,430.25
723.0,797.0,884.0,990.0,848.5
786.0,295.0,156.0,377.0,403.5
994.0,928.0,677.0,705.0,826.0
820.0,249.0,133.0,635.0,459.25
156.0,553.0,33.0,958.0,425.0
870.0,688.0,207.0,475.0,560.0
698.0,208.0,900.0,989.0,698.75
471.0,605.0,553.0,704.0,583.25
721.0,521.0,119.0,277.0,409.5
76.0,409.0,548.0,905.0,484.5
25.0,250.0,870.0,562.0,426.75
421.0,215.0,838.0,520.0,498.5
875.0,594.0,107.0,44.0,405.0
105.0,490.0,467.0,933.0,498.75
693.0,601.0,976.0,703.0,743.25
184.0,134.0,493.0,906.0,429.25
584.0,556.0,998.0,24.0,540.5
768.0,513.0,243.0,26.0,387.5
750.0,146.0,362.0,326.0,396.0
611.0,55.0,495.0,516.0,419.25
285.0,711.0,446.0,994.0,609.0
734.0,10.0,232.0,857.0,458.25
443.0,838.0,312.0,759.0,588.0
423.0,604.0,860.0,711.0,649.5
650.0,352.0,649.0,669.0,580.0
366.0,728.0,337.0,331.0,440.5
708.0,902.0,707.0,708.0,756.25
935.0,601.0,518.0,617.0,667.75
201.0,545.0,27.0,878.0,412.75
644.0,582.0,348.0,44.0,404.5
916.0,437.0,385.0,840.0,644.5
344.0,963.0,704.0,280.0,572.75
573.0,765.0,171.0,130.0,409.75
622.0,473.0,333.0,766.0,548.5
49.0,564.0,675.0,876.0,541.0
487.0,145.0,420.0,453.0,376.25
551.0,894.0,733.0,595.0,693.25
857.0,284.0,944.0,449.0,633.5
40.0,760.0,482.0,819.0,525.25
